0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000000
11.313708 11.687555 0.000000
16.000000 16.528698 0.000000
22.627417 23.375109 0.000000
32.000000 33.057397 0.000000
45.254834 46.750219 0.000000
64.000000 66.114793 0.000000
90.509668 93.500438 0.000000
128.000000 132.229587 0.000000
181.019336 187.000875 0.000000
256.000000 264.459174 0.000000
362.038672 374.001750 0.000000
0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000001
1.414214 1.460944 0.000001
2.000000 2.066087 0.000001
2.828427 2.921889 0.000001
4.000000 4.132175 0.000001
5.656854 5.843777 0.000001
8.000000 8.264349 0.000001
11.313708 11.687555 0.000001
16.000000 16.528698 0.000002
22.627417 23.375109 0.000002
32.000000 33.057397 0.000002
45.254834 46.750219 0.000002
64.000000 66.114793 0.000002
90.509668 93.500438 0.000002
128.000000 132.229587 0.000002
181.019336 187.000875 0.000002
256.000000 264.459174 0.000002
362.038672 374.001750 0.000002
0.250000 0.258261 0.000002
0.353553 0.365236 0.000002
0.500000 0.516522 0.000002
0.707107 0.730472 0.000002
1.000000 1.033044 0.000002
1.414214 1.460944 0.000002
2.000000 2.066087 0.000002
2.828427 2.921889 0.000002
4.000000 4.132175 0.000002
5.656854 5.843777 0.000002
8.000000 8.264349 0.000002
11.313708 11.687555 0.000002
16.000000 16.528698 0.000002
22.627417 23.375109 0.000002
32.000000 33.057397 0.000002
45.254834 46.750219 0.000002
64.000000 66.114793 0.000002
90.509668 93.500438 0.000001
128.000000 132.229587 0.000001
181.019336 187.000875 0.000001
256.000000 264.459174 0.000000
362.038672 374.001750 0.000000
0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000001
11.313708 11.687555 0.000001
16.000000 16.528698 0.000001
22.627417 23.375109 0.000001
32.000000 33.057397 0.000001
45.254834 46.750219 0.000001
64.000000 66.114793 0.000001
90.509668 93.500438 0.000001
128.000000 132.229587 0.000001
181.019336 187.000875 0.000001
256.000000 264.459174 0.000001
362.038672 374.001750 0.000001
0.250000 0.258261 0.000001
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000000
11.313708 11.687555 0.000000
16.000000 16.528698 0.000000
22.627417 23.375109 0.000000
32.000000 33.057397 0.000000
45.254834 46.750219 0.000000
64.000000 66.114793 0.000000
90.509668 93.500438 0.000000
128.000000 132.229587 0.000001
181.019336 187.000875 0.000000
256.000000 264.459174 0.000000
362.038672 374.001750 0.000000
0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000000
11.313708 11.687555 0.000000
16.000000 16.528698 0.000000
22.627417 23.375109 0.000000
32.000000 33.057397 0.000000
45.254834 46.750219 0.000000
64.000000 66.114793 0.000000
90.509668 93.500438 0.000000
128.000000 132.229587 0.000000
181.019336 187.000875 0.000000
256.000000 264.459174 0.000000
362.038672 374.001750 0.000000
0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000000
11.313708 11.687555 0.000000
16.000000 16.528698 0.000000
22.627417 23.375109 0.000000
32.000000 33.057397 0.000000
45.254834 46.750219 0.000000
64.000000 66.114793 0.000000
90.509668 93.500438 0.000000
128.000000 132.229587 0.000000
181.019336 187.000875 0.000000
256.000000 264.459174 0.000000
362.038672 374.001750 0.000000
0.250000 0.258261 0.000000
0.353553 0.365236 0.000000
0.500000 0.516522 0.000000
0.707107 0.730472 0.000000
1.000000 1.033044 0.000000
1.414214 1.460944 0.000000
2.000000 2.066087 0.000000
2.828427 2.921889 0.000000
4.000000 4.132175 0.000000
5.656854 5.843777 0.000000
8.000000 8.264349 0.000000
11.313708 11.687555 0.000000
16.000000 16.528698 0.000000
22.627417 23.375109 0.000000
32.000000 33.057397 0.000000
45.254834 46.750219 0.000001
64.000000 66.114793 0.000001
90.509668 93.500438 0.000001
128.000000 132.229587 0.000001
181.019336 187.000875 0.000001
256.000000 264.459174 0.000002
362.038672 374.001750 0.000002
0.250000 0.258261 0.000002
0.353553 0.365236 0.000002
0.500000 0.516522 0.000002
0.707107 0.730472 0.000002
1.000000 1.033044 0.000002
1.414214 1.460944 0.000002
2.000000 2.066087 0.000001
2.828427 2.921889 0.000001
4.000000 4.132175 0.000001
5.656854 5.843777 0.000002
8.000000 8.264349 0.000002
11.313708 11.687555 0.000002
16.000000 16.528698 0.000003
22.627417 23.375109 0.000003
32.000000 33.057397 0.000002
45.254834 46.750219 0.000002
64.000000 66.114793 0.000002
90.509668 93.500438 0.000002
128.000000 132.229587 0.000002
181.019336 187.000875 0.000002
256.000000 264.459174 0.000002
362.038672 374.001750 0.000002
0.250000 0.258261 0.000001
0.353553 0.365236 0.000001
0.500000 0.516522 0.000001
